id,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,birth_date,birth_place,birth_country,residence_place,residence_country,lang,familyName,firstName,iso_country
7375,PLAPP Lucas,PLAPP L,Lucas PLAPP,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,25/12/2000,"ST ALBANS, VIC",Australia,ANDORRA LA VELLA,Andorra,English,PLAPP,Lucas,AU
7376,MATTHEWS Michael,MATTHEWS M,Michael MATTHEWS,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,26/09/1990,"CANBERRA, ACT",Australia,MONACO,Monaco,English,MATTHEWS,Michael,AU
7377,ROSEMAN-GANNON Ruby,ROSEMAN-GANNON R,Ruby ROSEMAN-GANNON,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,08/11/1998,"EAST MELBOURNE, VIC",,,,English,ROSEMAN-GANNON,Ruby,
7378,CLARKE Simon,CLARKE S,Simon CLARKE,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,18/07/1986,"MELBOURNE, VIC",Australia,ANDORRA LA VELLA,Andorra,"English, Italian",CLARKE,Simon,AU
7379,DELLAVEDOVA Matthew,DELLAVEDOVA M,Matthew DELLAVEDOVA,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,08/09/1990,"MARYBOROUGH, VIC",Australia,"CLEVELAND, OH",United States,English,DELLAVEDOVA,Matthew,AU
7380,FOX Jessica,FOX J,Jessica FOX,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,11/06/1994,MARSEILLE,France,"SYDNEY, NSW",Australia,"English, French, Spanish",FOX,Jessica,FR
7381,FOX Noemie,FOX N,Noemie FOX,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,19/03/1997,MARSEILLE,France,"SYDNEY, NSW",France,"English, French, Spanish",FOX,Noemie,FR
7382,ANDERSON Timothy,ANDERSON T,Timothy ANDERSON,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,26/06/1994,"MELBOURNE, VIC",Australia,"PENRITH, NSW",Australia,English,ANDERSON,Timothy,AU
7383,CARTER Tristan,CARTER T,Tristan CARTER,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,17/02/1998,"ROSANNA, VIC",Australia,"PENRITH, NSW",Australia,English,CARTER,Tristan,AU
7384,CLARKE Alexandra,CLARKE A,Alexandra CLARKE,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,23/10/1999,,,"GOLD COAST, QLD",Australia,English,CLARKE,Alexandra,
7385,WOOD Alyce,WOOD A,Alyce WOOD,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,11/08/1992,"BUDERIM, QLD",Australia,"GOLD COAST, QLD",Australia,English,WOOD,Alyce,AU
7386,BULL Aly,BULL A,Aly BULL,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,01/12/1995,,Australia,"GOLD COAST, QLD",Australia,English,BULL,Aly,AU
7387,BEERE Ella,BEERE E,Ella BEERE,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,15/04/1998,,,"GOLD COAST, QLD",Australia,English,BEERE,Ella,
7388,COLLINS Jackson,COLLINS J,Jackson COLLINS,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,05/11/1998,,Australia,"GOLD COAST, QLD",Australia,English,COLLINS,Jackson,AU
7389,van der WESTHUYZEN Jean,van der WESTHUYZEN,Jean van der WESTHUYZEN,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,09/12/1998,CAPE TOWN,South Africa,"GOLD COAST, QLD",Australia,"Afrikaans, English",WESTHUYZEN,van der Jean,ZA
7390,HAVARD Noah,HAVARD N,Noah HAVARD,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,11/10/2000,,Australia,"GOLD COAST, QLD",Australia,English,HAVARD,Noah,AU
7391,van der WESTHUYZEN Pierre,van der WESTHUYZEN,Pierre van der WESTHUYZEN,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,18/08/2003,,South Africa,"GOLD COAST, QLD",Australia,English,WESTHUYZEN,van der Pierre,ZA
7392,FITZSIMMONS Riley,FITZSIMMONS R,Riley FITZSIMMONS,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,27/07/1996,"GOSFORD, NSW",Australia,"SURFERS PARADISE, QLD",Australia,English,FITZSIMMONS,Riley,AU
7393,GREEN Tom,GREEN T,Tom GREEN,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,03/06/1999,QLD,Australia,"GOLD COAST, QLD",Australia,English,GREEN,Tom,AU
7394,STEINEPREIS Yale,STEINEPREIS Y,Yale STEINEPREIS,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,19/11/1997,,,"GOLD COAST, QLD",Australia,English,STEINEPREIS,Yale,
7395,MANLY Alexandra,MANLY A,Alex MANLY,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,28/02/1996,"KALGOORLIE, WA",Australia,"ADELAIDE, SA",Australia,English,MANLY,Alexandra,AU
7396,MORAN Chloe,MORAN C,Chloe MORAN,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,16/11/1998,"ADELAIDE, SA",Australia,"ADELAIDE, SA",Australia,English,MORAN,Chloe,AU
7397,LEAHY Conor,LEAHY C,Conor LEAHY,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,16/04/1999,"PERTH, WA",Australia,"ADELAIDE, SA",Australia,English,LEAHY,Conor,AU
7398,BAKER Georgia,BAKER G,Georgia BAKER,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,21/09/1994,"LAUNCESTON, TAS",Australia,"ADELAIDE, SA",Australia,English,BAKER,Georgia,AU
7399,MORIARTY James,MORIARTY J,James MORIARTY,Male,Alternate Athlete,AUS,Australia,Australia,Australia,Australia,AUS,07/06/2001,,,,,,MORIARTY,James,
7400,O'BRIEN Kelland,O'BRIEN K,Kell O'BRIEN,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,22/05/1998,"KEW, VIC",Australia,"MELBOURNE, VIC",Australia,English,O'BRIEN,Kelland,AU
7401,CLONAN Kristina,CLONAN K,Kristina CLONAN,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,13/04/1998,MARYBOROUGH,Australia,BRISBANE,Australia,English,CLONAN,Kristina,AU
7402,HOFFMAN Leigh,HOFFMAN L,Leigh HOFFMAN,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,11/06/2000,"WHYALLA, SA",Australia,"ADELAIDE, SA",Australia,English,HOFFMAN,Leigh,AU
7403,PLOUFFE Maeve,PLOUFFE M,Maeve PLOUFFE,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,08/07/1999,RANDWICK,Australia,,Netherlands,English,PLOUFFE,Maeve,AU
7404,GLAETZER Matthew,GLAETZER M,Matthew GLAETZER,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,24/08/1992,ADELAIDE,Australia,ADELAIDE,Australia,English,GLAETZER,Matthew,AU
7405,RICHARDSON Matthew,RICHARDSON M,Matthew RICHARDSON,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,17/04/1999,MAIDSTONE,Great Britain,ADELAIDE,Australia,English,RICHARDSON,Matthew,GB
7406,BLEDDYN Oliver,BLEDDYN O,Oliver BLEDDYN,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,27/01/2002,,,"ADELAIDE, SA",Australia,English,BLEDDYN,Oliver,
7407,WELSFORD Sam,WELSFORD S,Sam WELSFORD,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,19/01/1996,SUBIACO,Australia,ANDORRA,Spain,English,WELSFORD,Sam,AU
7408,EDWARDS Sophie,EDWARDS S,Sophie EDWARDS,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,25/02/2000,"ADELAIDE, SA",Australia,"ADELAIDE, SA",Australia,English,EDWARDS,Sophie,AU
7409,CORNISH Thomas,CORNISH T,Tom CORNISH,Male,Alternate Athlete,AUS,Australia,Australia,Australia,Australia,AUS,15/02/2000,,,,,,CORNISH,Thomas,
7410,PALACIOS DAJOMES Angie Paola,PALACIOS DAJOMES A,Angie Paola PALACIOS DAJOMES,Female,Athlete,ECU,Ecuador,Ecuador,Ecuador,Ecuador,ECU,12/09/2000,SHELL,Ecuador,CUMBAYA,Ecuador,Spanish,PALACIOS DAJOMES,Angie Paola,EC
7411,DAJOMES BARRERA Neisi Patricia,DAJOMES BARRERA NP,Neisi Patricia DAJOMES BARRERA,Female,Athlete,ECU,Ecuador,Ecuador,Ecuador,Ecuador,ECU,12/05/1998,PUYO,Ecuador,QUITO,Ecuador,Spanish,DAJOMES BARRERA,Neisi Patricia,EC
7412,SAKILU Jackline,SAKILU J,Jackline SAKILU,Female,Athlete,TAN,Tanzania,United Republic of Tanzania,Tanzania,United Republic of Tanzania,TAN,28/12/1986,SINGIDA REGION,Tanzania,ARUSHA,Tanzania,Swahili,SAKILU,Jackline,TZ
7413,AYOVI CABEZAS Lisseth Betzaida,AYOVI CABEZAS LB,Lisseth Betzaida AYOVI CABEZAS,Female,Athlete,ECU,Ecuador,Ecuador,Ecuador,Ecuador,ECU,07/08/1998,EL ORO,Ecuador,MACHALA,Ecuador,Spanish,AYOVI CABEZAS,Lisseth Betzaida,EC
7414,LEONARDO Veddriq,LEONARDO V,Veddriq LEONARDO,Male,Athlete,INA,Indonesia,Indonesia,Indonesia,Indonesia,INA,11/03/1997,PONTIANAK,Indonesia,,Indonesia,Indonesian,LEONARDO,Veddriq,ID
7415,ADI MULYONO Rahmad,ADI MULYONO R,Rahmad ADI MULYONO,Male,Athlete,INA,Indonesia,Indonesia,Indonesia,Indonesia,INA,31/10/2000,SURABAYA,Indonesia,SURABAYA,Indonesia,Indonesian,ADI MULYONO,Rahmad,ID
7416,KOLOI Alysha,KOLOI A,Alysha KOLOI,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,08/09/2001,BRISBANE (QLD),Australia,,,English,KOLOI,Alysha,AU
7417,SMITH Anabelle,SMITH A,Anabelle SMITH,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,03/02/1993,"MELBOURNE, VIC",Australia,"MELBOURNE, VIC",Australia,English,SMITH,Anabelle,AU
7418,ROUSSEAU Cassiel,ROUSSEAU C,Cassiel ROUSSEAU,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,04/02/2001,"BRISBANE, QLD",Australia,"ORMISTON, QLD",Australia,"English, French",ROUSSEAU,Cassiel,AU
7419,BEDGGOOD Domonic,BEDGGOOD D,Domonic BEDGGOOD,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,18/09/1994,"SOUTHPORT, QLD",Australia,"BRISBANE, QLD",Australia,English,BEDGGOOD,Domonic,AU
7420,COLE Ellie,COLE E,Ellie COLE,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,16/09/2006,NEW JERSEY,United States,"SYDNEY, NSW",Australia,English,COLE,Ellie,US
7421,BOWSHIRE Jaxon,BOWSHIRE J,Jaxon BOWSHIRE,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,28/05/2006,"NORTH ADELAIDE, SA",Australia,"ADELAIDE, SA",Australia,English,BOWSHIRE,Jaxon,AU
7422,MATHEWS Kurtis,MATHEWS K,Kurtis MATHEWS,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,15/04/1999,"WODONGA, VIC",Australia,"SYDNEY, NSW",Australia,English,MATHEWS,Kurtis,AU
7423,KEENEY Maddison,KEENEY M,Maddison KEENEY,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,23/05/1996,TAKAPUNA,New Zealand,PERTH,Australia,English,KEENEY,Maddison,NZ
7424,WU Melissa,WU M,Melissa WU,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,03/05/1992,"SYDNEY, NSW",Australia,"SYDNEY, NSW",Australia,English,WU,Melissa,AU
7425,STANKUNAS Domantas,STANKUNAS D,Domantas STANKUNAS,Male,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,10/06/2000,LAPES,Lithuania,LAPES,Lithuania,Lithuanian,STANKUNAS,Domantas,LT
7426,KARALIENE Donata,KARALIENE D,Donata KARALIENE,Female,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,11/06/1989,SILALE,Lithuania,VILNIUS,Lithuania,"English, Lithuanian, Russian",KARALIENE,Donata,LT
7427,FULLER Amber,FULLER A,Amber FULLER,Female,Alternate Athlete,AUS,Australia,Australia,Australia,Australia,AUS,16/09/1976,,,,,,FULLER,Amber,
7428,BURTON Christopher,BURTON C,Christopher BURTON,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,22/11/1981,"TOOWOOMBA, QLD",Australia,DORSET,Great Britain,English,BURTON,Christopher,AU
7429,TOPS-ALEXANDER Edwina,TOPS-ALEXANDER E,Edwina TOPS-ALEXANDER,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,29/03/1974,"SYDNEY, NSW",Australia,MONACO,Monaco,"Dutch, English",TOPS-ALEXANDER,Edwina,AU
7430,SCOTT Hilary,SCOTT H,Hilary SCOTT,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,09/04/1988,"MOREE, NSW",Australia,VALKENSWARD,Netherlands,English,SCOTT,Hilary,AU
7431,BROWN Jayden,BROWN J,Jayden BROWN,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,14/06/1988,BRISBANE,Australia,CHELTENHAM,Great Britain,English,BROWN,Jayden,AU
7432,McNAB Kevin,McNAB K,Kevin McNAB,Male,Alternate Athlete,AUS,Australia,Australia,Australia,Australia,AUS,21/02/1978,"CAIRNS, QLD",Australia,GUILDFORD,Great Britain,English,,McNAB Kevin,AU
7433,HANNA Mary,HANNA M,Mary HANNA,Female,Alternate Athlete,AUS,Australia,Australia,Australia,Australia,AUS,01/12/1954,"MELBOURNE, VIC",Australia,"GISBORNE, VIC",Australia,English,HANNA,Mary,AU
7434,ROSE Shane,ROSE S,Shane ROSE,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,24/04/1973,"SYDNEY, NSW",Australia,"WEROMBI, NSW",Australia,English,ROSE,Shane,AU
7435,LOWINGS Shenae,LOWINGS S,Shenae LOWINGS,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,29/08/1996,"PERTH, WA",,"WEROMBI, NSW",Australia,English,LOWINGS,Shenae,
7436,PEARCE Simone,PEARCE S,Simone PEARCE,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,18/07/1991,"MELBOURNE, VIC",Australia,AACH,Germany,English,PEARCE,Simone,AU
7437,ERWIN Thaisa,ERWIN T,Thaisa ERWIN,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,22/08/1980,"ABERDEEN, SCOTLAND",Great Britain,"MIDDLEBURG, VA",United States,English,ERWIN,Thaisa,GB
7438,MATTHEW William,MATTHEW W,William MATTHEW,Male,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,26/12/1993,PERTH,Australia,DINSLAKEN,Germany,"English, German",MATTHEW,William,AU
7439,STANKUNAS Dovydas,STANKUNAS D,Dovydas STANKUNAS,Male,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,10/06/2000,LAPES,Lithuania,LAPES,Lithuania,Lithuanian,STANKUNAS,Dovydas,LT
7440,RIMKUTE Dovile,RIMKUTE D,Dovile RIMKUTE,Female,Athlete,LTU,Lithuania,Lithuania,Lithuania,Lithuania,LTU,08/10/2001,,,KLAIPEDA,Lithuania,"English, Lithuanian",RIMKUTE,Dovile,
7441,MADE RITA KUSUMA DEWI Desak Made,MADE RITA KUSUMA ,Desak Made MADE RITA KUSUMA DEWI,Female,Athlete,INA,Indonesia,Indonesia,Indonesia,Indonesia,INA,24/01/2001,BULELENG,Indonesia,SINGARAJA,Indonesia,Indonesian,MADE RITA KUSUMA DEWI,Desak Made,ID
7442,MUNKHJANTSAN Ankhtsetseg,MUNKHJANTSAN A,Ankhtsetseg MUNKHJANTSAN,Female,Athlete,MGL,Mongolia,Mongolia,Mongolia,Mongolia,MGL,25/12/1997,ULAANBAATAR,Mongolia,ULAANBAATAR,Mongolia,Mongolian,MUNKHJANTSAN,Ankhtsetseg,MN
7443,EOM Dohyun,EOM D,EOM Dohyun,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,26/02/2003,SUWON,Korea,,Korea,Korean,EOM,Dohyun,KP
7444,HUR Woong,HUR W,HUR Woong,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,18/12/1999,,,,Korea,Korean,HUR,Woong,
7445,LEE Dayeong,LEE D,LEE Dayeong,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,28/12/2004,SEOUL,Korea,,Korea,Korean,LEE,Dayeong,KP
7446,LEE Junho,LEE J,LEE Junho,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,22/10/1995,SEOUL,Korea,,Korea,Korean,LEE,Junho,KP
7447,LEE Yunseo,LEE Y,LEE Yunseo,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,05/03/2003,SEOUL,Korea,SEOUL,Korea,Korean,LEE,Yunseo,KP
7448,RYU Sunghyun,RYU S,RYU Sunghyun,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,22/10/2002,ULSAN,Korea,SEOUL,Korea,Korean,RYU,Sunghyun,KP
7449,SHIN Solyi,SHIN S,SHIN Solyi,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,14/07/2004,CHUNGBUK,Korea,,Korea,Korean,SHIN,Solyi,KP
7450,YEO Seojeong,YEO S,YEO Seojeong,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,20/02/2002,SEOUL,Korea,,Korea,Korean,YEO,Seojeong,KP
7451,SALLSABILLAH Rajiah,SALLSABILLAH R,Rajiah SALLSABILLAH,Female,Athlete,INA,Indonesia,Indonesia,Indonesia,Indonesia,INA,30/04/1999,TANGERANG,Indonesia,,Indonesia,"English, Indonesian",SALLSABILLAH,Rajiah,ID
7452,JAZIRI Ahmed,JAZIRI A,Ahmed JAZIRI,Male,Athlete,TUN,Tunisia,Tunisia,Tunisia,Tunisia,TUN,16/12/1997,,Tunisia,,United States,"Arabic, English, French",JAZIRI,Ahmed,TN
7453,BOUZAYANI Marwa,BOUZAYANI M,Marwa BOUZAYANI,Female,Athlete,TUN,Tunisia,Tunisia,Tunisia,Tunisia,TUN,26/03/1997,REGUEB,Tunisia,SIDI BOUZID,Tunisia,"Arabic, French",BOUZAYANI,Marwa,TN
7454,JHINAOUI Mohamed Amin,JHINAOUI MA,Mohamed Amin JHINAOUI,Male,Athlete,TUN,Tunisia,Tunisia,Tunisia,Tunisia,TUN,02/04/1997,,Tunisia,SIENA,Italy,"Arabic, French",JHINAOUI,Mohamed Amin,TN
7455,ROUX Wian,ROUX W,Wian ROUX,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,23/10/2002,,,PRETORIA,South Africa,English,ROUX,Wian,
7456,ANGYAL Daniel,ANGYAL D,Daniel ANGYAL,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,29/03/1992,BUDAPEST,Hungary,,,Hungarian,ANGYAL,Daniel,HU
7457,BANYAI Mark Attila,BANYAI MA,Mark Attila BANYAI,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,08/12/1999,ORADEA,Romania,,,Hungarian,BANYAI,Mark Attila,RO
7458,DUKIC Milivoj,DUKIC M,Milivoj DUKIC,Male,Athlete,MNE,Montenegro,Montenegro,Montenegro,Montenegro,MNE,26/03/1993,CETINJE,Montenegro,HERCEG-NOVI,Montenegro,"English, Montenegrin",DUKIC,Milivoj,ME
7459,FARAGO Kamilla,FARAGO K,Kamilla FARAGO,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,22/11/2000,KECSKEMET,Hungary,,,"English, Hungarian",FARAGO,Kamilla,HU
7460,FEKETE Gergo Janos,FEKETE GJ,Gergo Janos FEKETE,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,24/06/2000,DEBRECEN,Hungary,,,Hungarian,FEKETE,Gergo Janos,HU
7461,MURPHY CROWE Amee Leigh,MURPHY CROWE AL,Amee Leigh MURPHY CROWE,Female,Athlete,IRL,Ireland,Ireland,Ireland,Ireland,IRL,26/04/1995,TIPPERARY,Ireland,DUBLIN,Ireland,English,MURPHY CROWE,Amee Leigh,IE
7462,GARDA Krisztina,GARDA K,Krisztina GARDA,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,16/07/1994,BUDAPEST,Hungary,,,"English, Hungarian, Russian",GARDA,Krisztina,HU
7463,MAHIEU Geraldine,MAHIEU G,Geraldine MAHIEU,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,15/09/1993,VILLENEUVE-D'ASCQ,France,,,"English, French, Hungarian",MAHIEU,Geraldine,FR
7464,CERIC Larisa,CERIC L,Larisa CERIC,Female,Athlete,BIH,Bosnia & Herzegovina,Bosnia and Herzegovina,Bosnia & Herzegovina,Bosnia and Herzegovina,BIH,26/01/1991,TRAVNIK,Bosnia & Herzegovina,SARAJEVO,Bosnia & Herzegovina,"Bosnian, English",CERIC,Larisa,
7465,KURUCZ-GURISATTI Greta,KURUCZ-GURISATTI G,Greta KURUCZ-GURISATTI,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,14/05/1996,DUNA?JV?ROS,Hungary,,,Hungarian,KURUCZ-GURISATTI,Greta,HU
7466,HARAI Balazs,HARAI B,Balazs HARAI,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,05/04/1987,BUDAPEST,Hungary,,,"English, Hungarian",HARAI,Balazs,HU
7467,SAMARDZIC Aleksandra,SAMARDZIC A,Aleksandra SAMARDZIC,Female,Athlete,BIH,Bosnia & Herzegovina,Bosnia and Herzegovina,Bosnia & Herzegovina,Bosnia and Herzegovina,BIH,23/09/1997,TREBINJE,Bosnia & Herzegovina,SARAJEVO,Bosnia & Herzegovina,"English, Serbian",SAMARDZIC,Aleksandra,
7468,HORVATH Brigitta,HORVATH B,Brigitta HORVATH,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,14/05/1996,,,,,Hungarian,HORVATH,Brigitta,
7469,JANSIK Szilard,JANSIK S,Szilard JANSIK,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,06/04/1994,CEGLED,Hungary,SZEGED,Hungary,"English, Hungarian",JANSIK,Szilard,HU
7470,KRAVETS Uladzislau,KRAVETS U,Uladzislau KRAVETS,Male,Athlete,AIN,AIN,AIN,Belarus,Belarus,BLR,06/07/1999,,,,,Belarusian,KRAVETS,Uladzislau,
7471,KESZTHELYI Rita,KESZTHELYI R,Rita KESZTHELYI,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,10/12/1991,BUDAPEST,Hungary,,,"English, Hungarian",KESZTHELYI,Rita,HU
7472,LEIMETER Dora,LEIMETER D,Dora LEIMETER,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,08/05/1996,BUDAPEST,Hungary,,,"English, Hungarian",LEIMETER,Dora,HU
7473,MAGYARI Alda,MAGYARI A,Alda MAGYARI,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,19/10/2000,BUDAPEST,Hungary,,,Hungarian,MAGYARI,Alda,HU
7474,MANHERCZ Krisztian,MANHERCZ K,Krisztian MANHERCZ,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,06/02/1997,BUDAPEST,Hungary,,,"English, German, Hungarian",MANHERCZ,Krisztian,HU
7475,MOLNAR Erik,MOLNAR E,Erik MOLNAR,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,24/06/2003,BUDAPEST,Hungary,,,Hungarian,MOLNAR,Erik,HU
7476,NAGY Adam,NAGY A,Adam NAGY,Male,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,19/05/1998,BUDAPEST,Hungary,,,Hungarian,NAGY,Adam,HU
7477,NESZMELY Boglarka,NESZMELY B,Boglarka NESZMELY,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,27/08/2003,BUDAPEST,Hungary,,,Hungarian,NESZMELY,Boglarka,HU
7478,AKMAL Nurul,AKMAL N,Nurul AKMAL,Female,Athlete,INA,Indonesia,Indonesia,Indonesia,Indonesia,INA,12/02/1993,ACEH UTARA,Indonesia,BANDA ACEH,Indonesia,"Indonesian, Mandarin",AKMAL,Nurul,ID
7479,PARKES Rebecca,PARKES R,Rebecca PARKES,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,16/08/1994,HAMILTON,New Zealand,,,English,PARKES,Rebecca,NZ
7480,NISHIDA CAPIGLIA Oura,NISHIDA CAPIGLIA O,NISHIDA CAPIGLIA Oura,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,07/12/2002,TSU MIE,Japan,,Japan,Japanese,NISHIDA CAPIGLIA,Oura,JP
7481,NAGAMATSU Sera,NAGAMATSU S,NAGAMATSU Sera,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,03/06/1994,OITA,Japan,OITA,Japan,"English, Japanese",NAGAMATSU,Sera,JP
7482,TANAKA Misaki,TANAKA M,TANAKA Misaki,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,23/11/1997,OSAKA,Japan,,Japan,"English, Japanese",TANAKA,Misaki,JP
7483,IITSUKA Shibuki,IITSUKA S,IITSUKA Shibuki,Male,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,23/08/1988,KANAGAWA,Japan,YOKOHAMA,Japan,Japanese,IITSUKA,Shibuki,JP
7484,OKADA Keiju,OKADA K,OKADA Keiju,Male,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,02/12/1995,KITAKYUSHU,Japan,FUKUOKA,Japan,Japanese,OKADA,Keiju,JP
7485,TOMIZAWA Makoto,TOMIZAWA M,TOMIZAWA Makoto,Male,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,19/07/1984,KASHIWAZAKI,Japan,KANAGAWA,Japan,"English, Japanese",TOMIZAWA,Makoto,JP
7486,YOSHIOKA Miho,YOSHIOKA M,YOSHIOKA Miho,Female,Athlete,JPN,Japan,Japan,Japan,Japan,JPN,27/08/1990,HIROSHIMA,Japan,ENOSHIMA,Japan,Japanese,YOSHIOKA,Miho,JP
7487,KENNEDY Alanna,KENNEDY A,Alanna KENNEDY,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,21/01/1995,"CAMPBELLTOWN, NSW",Australia,,,English,KENNEDY,Alanna,AU
7488,FOORD Caitlin,FOORD C,Caitlin FOORD,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,11/11/1994,"SHELLHARBOUR, NSW",Australia,SAINT ALBANS,Great Britain,English,FOORD,Caitlin,AU
7489,POLKINGHORNE Clare,POLKINGHORNE C,Clare POLKINGHORNE,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,01/02/1989,"BRISBANE, QLD",Australia,,,English,POLKINGHORNE,Clare,AU
7490,HUNT Clare,HUNT C,Clare HUNT,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,12/03/1999,"GRENFELL, NSW",Australia,,,English,HUNT,Clare,AU
7491,WHEELER Clare,WHEELER C,Clare WHEELER,Female,Athlete,AUS,Australia,Australia,Australia,Australia,AUS,14/01/1998,"COFFS HARBOUR, NSW",Australia,,,English,WHEELER,Clare,AU
